sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
DZ4470;76.65;179.51;0;https://mediagallery.kiums.com/images/dz4470-01.jpg;https://mediagallery.kiums.com/images/dz4470-02.jpg;https://mediagallery.kiums.com/images/dz4470-06.jpg;https://mediagallery.kiums.com/images/dz4470-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;2010-Now;47 mm;Diesel;12mm;EAN;IT;1;Diesel MS9 DZ4470 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ4470 modello MS9, Cassa in Acciaio Inossidabile di Diametro 47mm, quadrante Blu, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;MS9;;;;;;;;;;;;;;;;;;;;698615126842;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Grigio;Lucido;Analogico;Minerale;Blu;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
DZ4471;83.65;195.90;0;https://mediagallery.kiums.com/images/dz4471-01.jpg;https://mediagallery.kiums.com/images/dz4471-02.jpg;https://mediagallery.kiums.com/images/dz4471-03.jpg;https://mediagallery.kiums.com/images/dz4471-06.jpg;https://mediagallery.kiums.com/images/dz4471-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;2010-Now;47 mm;Diesel;12mm;EAN;IT;1;Diesel MS9 DZ4471 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ4471 modello MS9, Cassa in Acciaio Inossidabile di Diametro 47mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;MS9;;;;;;;;;;;;;;;;;;;4053858972414;698615126859;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Smaltato;Analogico;Minerale;Nero;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
DZ4485;97.65;228.69;1;https://mediagallery.kiums.com/images/dz4485-01.jpg;https://mediagallery.kiums.com/images/dz4485-02.jpg;https://mediagallery.kiums.com/images/dz4485-03.jpg;https://mediagallery.kiums.com/images/dz4485-04.jpg;https://mediagallery.kiums.com/images/dz4485-06.jpg;https://mediagallery.kiums.com/images/dz4485-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;2010-Now;51 mm;Diesel;13mm;EAN;IT;1;Diesel Mega Chief DZ4485 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ4485 modello Mega Chief, Cassa in Acciaio Inossidabile di Diametro 51mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Nero;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;Mega Chief;;;;;;;;;;;;;;;;;;;;698615129935;Wristwatch;100 m (10 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Nero;Bracciale chiusura a scatto;EUR
DZ4489;90.65;212.30;5;https://mediagallery.kiums.com/images/dz4489-01.jpg;https://mediagallery.kiums.com/images/dz4489-02.jpg;https://mediagallery.kiums.com/images/dz4489-03.jpg;https://mediagallery.kiums.com/images/dz4489-04.jpg;https://mediagallery.kiums.com/images/dz4489-06.jpg;https://mediagallery.kiums.com/images/dz4489-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;2010-Now;47 mm;Diesel;12mm;EAN;IT;1;Diesel Mega Chief DZ4489 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ4489 modello Mega Chief, Cassa in Acciaio Inossidabile di Diametro 47mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Nero;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;Mega Chief;;;;;;;;;;;;;;;;;;;4051432800955;698615129997;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Smaltato;Analogico;Minerale;Nero;Circolare;Acciaio;Nero;Bracciale chiusura a scatto;EUR
DZ7421;143.15;335.25;0;https://mediagallery.kiums.com/images/dz7421-01.jpg;https://mediagallery.kiums.com/images/dz7421-02.jpg;https://mediagallery.kiums.com/images/dz7421-03.jpg;https://mediagallery.kiums.com/images/dz7421-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;2010-Now;57 mm;Diesel;14mm;EAN;IT;1;Diesel Mr. Daddy 2.0 DZ7421 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ7421 modello Mr. Daddy 2.0, Cassa in Acciaio Inossidabile di Diametro 57 mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Argento;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;Mr. Daddy 2.0;;;;;;;;;;;;;;;;;;;;5045554806376;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
HB1513183;139.65;327.05;0;https://mediagallery.kiums.com/images/hb1513183-01.jpg;https://mediagallery.kiums.com/images/hb1513183-04.jpg;https://mediagallery.kiums.com/images/hb1513183-05.jpg;https://mediagallery.kiums.com/images/hb1513183-07.jpg;https://mediagallery.kiums.com/images/hb-box.jpg;;;;;;2010-Now;44 mm;HUGO BOSS;12mm;UPC;IT;1;Hugo Boss Aeroliner HB1513183 Orologio Uomo al Quarzo;Orologio Uomo Hugo Boss HB1513183 modello Aeroliner, Cassa in Acciaio Inossidabile di Diametro 44mm, quadrante Blu, vetro Minerale e cinturino in Acciaio di colore Argento;Hugo Boss si può fregiare del titolo di brand dell'uomo moderno e i suoi orologi non ne fanno eccezione. Grazie al loro design impeccabile e senza tempo possono completare qualsiasi tipo di abbigliamento, da quello più casual fino al look più ricercato. Hugo Boss offre uno stile unico, forte e deciso e lo mette al servizio della più moderna tecnologia grazie a materiali di alta qualità e alla precisione dell'ingegneria meccanica.;Aeroliner;;;;;;;;;;;;;;;;;;;;7613272164979;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Blu;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
HB1513282;115.15;269.67;0;https://mediagallery.kiums.com/images/hb1513282-01.jpg;https://mediagallery.kiums.com/images/hb1513282-02.jpg;https://mediagallery.kiums.com/images/hb1513282-04.jpg;https://mediagallery.kiums.com/images/hb1513282-05.jpg;https://mediagallery.kiums.com/images/hb-box.jpg;;;;;;2010-Now;44 mm;HUGO BOSS;11mm;UPC;IT;1;Hugo Boss Jet HB1513282 Orologio Uomo al Quarzo;Orologio Uomo Hugo Boss HB1513282 modello Jet, Cassa in Acciaio Inossidabile di Diametro 44mm, quadrante Argento, vetro Minerale e cinturino in Vera Pelle di colore Nero;Hugo Boss si può fregiare del titolo di brand dell'uomo moderno e i suoi orologi non ne fanno eccezione. Grazie al loro design impeccabile e senza tempo possono completare qualsiasi tipo di abbigliamento, da quello più casual fino al look più ricercato. Hugo Boss offre uno stile unico, forte e deciso e lo mette al servizio della più moderna tecnologia grazie a materiali di alta qualità e alla precisione dell'ingegneria meccanica.;Jet;;;;;;;;;;;;;;;;;;;;7613272178204;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
MK3229;66.41;187.70;0;https://mediagallery.kiums.com/images/mk3229-01.jpg;https://mediagallery.kiums.com/images/mk3229-02.jpg;https://mediagallery.kiums.com/images/mk3229-03.jpg;https://mediagallery.kiums.com/images/mk3229-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;26 mm;Michael Kors;9mm;UPC;IT;1;Michael Kors Lexington MK3229 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3229 modello Lexington, Cassa in Acciaio Inossidabile di Diametro 26mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Lexington;;;;;;;;;;;;;;;;;;;;796483035898;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MK5550;80.91;228.69;16;https://mediagallery.kiums.com/images/mk5550-01.jpg;https://mediagallery.kiums.com/images/mk5550-02.jpg;https://mediagallery.kiums.com/images/mk5550-03.jpg;https://mediagallery.kiums.com/images/mk5550-04.jpg;https://mediagallery.kiums.com/images/mk5550-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;42 mm;Michael Kors;12mm;UPC;IT;1;Michael Kors Bradshaw MK5550 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5550 modello Bradshaw, Cassa in Acciaio Inossidabile di Diametro 42mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Nero;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Bradshaw;;;;;;;;;;;;;;;;;;;;691464798772;Wristwatch;50 m (5 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Date Indicator;Chronograph;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Acciaio;Nero;Bracciale chiusura a scatto;EUR
MK6409;66.41;187.70;0;https://mediagallery.kiums.com/images/mk6409-01.jpg;https://mediagallery.kiums.com/images/mk6409-02.jpg;https://mediagallery.kiums.com/images/mk6409-03.jpg;https://mediagallery.kiums.com/images/mk6409-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;39 mm;Michael Kors;9 mm;UPC;IT;1;Michael Kors Garner MK6409 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK6409 modello Garner, Cassa in Acciaio Inossidabile di Diametro 39mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Garner;;;;;;;;;;;;;;;;;;;;796483272729;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Date Indicator;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK8507;57.71;163.11;0;https://mediagallery.kiums.com/images/mk8507-01.jpg;https://mediagallery.kiums.com/images/mk8507-02.jpg;https://mediagallery.kiums.com/images/mk8507-03.jpg;https://mediagallery.kiums.com/images/mk8507-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;44 mm;Michael Kors;9mm;UPC;IT;1;Michael Kors Slim Runway MK8507 Orologio Uomo al Quarzo;Orologio Uomo Michael Kors MK8507 modello Slim Runway, Cassa in Acciaio Inossidabile di Diametro 44mm, quadrante Nero, vetro Minerale e cinturino in Acciaio di colore Nero;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Slim Runway;;;;;;;;;;;;;;;;;;;;796483272835;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Acciaio;Nero;Bracciale chiusura a scatto;EUR
AR1982;109.91;310.66;0;https://mediagallery.kiums.com/images/ar1982-01.jpg;https://mediagallery.kiums.com/images/ar1982-02.jpg;https://mediagallery.kiums.com/images/ar1982-03.jpg;https://mediagallery.kiums.com/images/ar1982-04.jpg;https://mediagallery.kiums.com/images/ar1982-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;2010-Now;43 mm;Emporio Armani;12mm;UPC;IT;1;Emporio Armani Luigi AR1982 Orologio Uomo al Meccanico;Orologio Uomo Emporio Armani AR1982 modello Luigi, Cassa in Acciaio Inossidabile di Diametro 43mm, quadrante Oro rosa, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Luigi;;;;;;;;;;;;;;;;;;;;723763246408;Wristwatch;100 m (10 ATM);Uomo;Casual;Meccanico;Automatico;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Oro rosa;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
