sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title DE;Description DE;Brand Description DE;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender DE;Style DE;Movement DE;Powered by DE;Movement manufacturer DE;Movement engine DE;Age group DE;Calendar type DE;Chronograph DE;Case shape DE;Case material DE;Case colour DE;Case finish DE;Display Type DE;Glass type DE;Dial colour DE;Dial shape DE;Band material DE;Band colour DE;Band clasp type DE;Currency
MK3303;66.41;187.70;2;https://mediagallery.kiums.com/images/mk3303-01.jpg;https://mediagallery.kiums.com/images/mk3303-02.jpg;https://mediagallery.kiums.com/images/mk3303-03.jpg;https://mediagallery.kiums.com/images/mk3303-04.jpg;https://mediagallery.kiums.com/images/mk3303-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;26 mm;Michael Kors;11mm;UPC;IT;1;Michael Kors Runway MK3303 Quarz Damen Armbanduhr;Armbanduhr Michael Kors Runway MK3303 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 26mm, Glastyp Mineral, Ziffernblatt Silber und uhrenarmband aus Edelstahl in der farbe Silber;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Runway;;;;;;;;;;;;;;;;;;;;796483112940;Wristwatch;;Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Silber;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MK3512;57.71;163.11;0;https://mediagallery.kiums.com/images/mk3512-01.jpg;https://mediagallery.kiums.com/images/mk3512-02.jpg;https://mediagallery.kiums.com/images/mk3512-05.jpg;https://mediagallery.kiums.com/images/mk3512-06.jpg;https://mediagallery.kiums.com/images/mk3512-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;33 mm;Michael Kors;8 mm;EAN;IT;1;Michael Kors Slim Runway MK3512 Quarz Damen Armbanduhr;Armbanduhr Michael Kors Slim Runway MK3512 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 33 mm, Glastyp Mineral, Ziffernblatt Rose Gold und uhrenarmband aus Edelstahl in der farbe Rose Gold;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Slim Runway;;;;;;;;;;;;;;;;;;;4053858677074;;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Rose Gold;Rund;Edelstahl;Rose Gold;Armband Link Bang;EUR
MK5866;72.21;204.10;0;https://mediagallery.kiums.com/images/mk5866-01.jpg;https://mediagallery.kiums.com/images/mk5866-02.jpg;https://mediagallery.kiums.com/images/mk5866-03.jpg;https://mediagallery.kiums.com/images/mk5866-04.jpg;https://mediagallery.kiums.com/images/mk5866-05.jpg;https://mediagallery.kiums.com/images/mk5866-06.jpg;https://mediagallery.kiums.com/images/mk5866-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;2010-Now;42 mm;Michael Kors;12 mm;EAN;IT;1;Michael Kors Skylar MK5866 Quarz Damen Armbanduhr;Armbanduhr Michael Kors Skylar MK5866 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 42mm, Glastyp Mineral, Ziffernblatt Silber und uhrenarmband aus Edelstahl in der farbe Silber;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Skylar;;;;;;;;;;;;;;;;;;;4053858102651;;Wristwatch;100 m (10 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Silber;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MK6473;80.91;228.69;0;https://mediagallery.kiums.com/images/mk6473-01.jpg;https://mediagallery.kiums.com/images/mk6473-02.jpg;https://mediagallery.kiums.com/images/mk6473-03.jpg;https://mediagallery.kiums.com/images/mk6473-05.jpg;https://mediagallery.kiums.com/images/mk6473-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;44 mm;Michael Kors;11mm;EAN;IT;1;Michael Kors Lexington MK6473 Quarz Damen Armbanduhr;Armbanduhr Michael Kors Lexington MK6473 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 44mm, Glastyp Mineral, Ziffernblatt Rosa und uhrenarmband aus Edelstahl in der farbe Gold;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Lexington;;;;;;;;;;;;;;;;;;;;796483317772;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Date Indicator;Chronograph;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Rosa;Rund;Edelstahl;Gold;Zwei Stück Gurt;EUR
MK8574;80.91;228.69;2;https://mediagallery.kiums.com/images/mk8574-01.jpg;https://mediagallery.kiums.com/images/mk8574-02.jpg;https://mediagallery.kiums.com/images/mk8574-03.jpg;https://mediagallery.kiums.com/images/mk8574-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;42 mm;Michael Kors;9mm;UPC;IT;1;Michael Kors Saunder MK8574 Quarz Herren Armbanduhr;Armbanduhr Michael Kors Saunder MK8574 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Edelstahl in der farbe Silber;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Saunder;;;;;;;;;;;;;;;;;;;4053858468443;796483330849;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Blau;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MK8621;57.71;163.11;0;https://mediagallery.kiums.com/images/mk8621-01.jpg;https://mediagallery.kiums.com/images/mk8621-02.jpg;https://mediagallery.kiums.com/images/mk8621-03.jpg;https://mediagallery.kiums.com/images/mk8621-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;44 mm;Michael Kors;9mm;EAN;IT;1;Michael Kors Slim Runway MK8621 Quarz Herren Armbanduhr;Armbanduhr Michael Kors Slim Runway MK8621 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 44mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Edelstahl in der farbe Gold;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Slim Runway;;;;;;;;;;;;;;;;;;;;4051432308550;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Edelstahl;Gold;Armband Link Bang;EUR
AR11018;86.71;245.08;4;https://mediagallery.kiums.com/images/ar11018-01.jpg;https://mediagallery.kiums.com/images/ar11018-02.jpg;https://mediagallery.kiums.com/images/ar11018-03.jpg;https://mediagallery.kiums.com/images/ar11018-04.jpg;https://mediagallery.kiums.com/images/ar11018-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;2010-Now;43 mm;Emporio Armani;11mm;EAN;IT;1;Emporio Armani Classic AR11018 Quarz Herren Armbanduhr;Armbanduhr Emporio Armani Classic AR11018 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 43mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Echtes Leder in der farbe Blau;Luxus, Glamour, Trend, Faschion. Der preisgekrönte amerikanische Designer Michael Kors definiert die Parameter der Stiluhrmacherei und kreiert außergewöhnliche Damenkollektionen. Michael Kors kann alle die Geschmäcke befriedigen, dank eines besonderen Kennzeiches: den Stil. Jede Produkt von Michael Kors garantiert eine autentische Persönlichkeit, um jeden Charakter hervorzuheben. Die Moden den Uhren ist das Markenzeichen von Michael Kors.;Classic;;;;;;;;;;;;;;;;;;;;4053858829480;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Date Indicator;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Blau;Rund;Echtes Leder;Blau;Zwei Stück Gurt;EUR
R8823118001;147.63;327.05;0;https://mediagallery.kiums.com/images/R8823118001-01.jpg;https://mediagallery.kiums.com/images/R8823118001-02.jpg;https://mediagallery.kiums.com/images/R8823118001-03.jpg;https://mediagallery.kiums.com/images/R8823118001-06.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;42 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Epoca R8823118001 Mechanisch Herren Armbanduhr;Armbanduhr Maserati Epoca R8823118001 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Silber;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Epoca;;;;;;;;;;;;;;;;;;;;8033288710370;Wristwatch;100 m (10 ATM);Herren;Casual;Mechanisch;Automatikaufzug;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Silber;Zwei Stück Gurt;EUR
R8851108002;81.03;179.51;0;https://mediagallery.kiums.com/images/R8851108002-01.jpg;https://mediagallery.kiums.com/images/R8851108002-02.jpg;https://mediagallery.kiums.com/images/R8851108002-03.jpg;https://mediagallery.kiums.com/images/R8851108002-06.jpg;https://mediagallery.kiums.com/images/R8851108002-07.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;2010-Now;42 mm;Maserati;12 mm;UPC;IT;1,00;Maserati Potenza R8851108002 Quarz Herren Armbanduhr;Armbanduhr Maserati Potenza R8851108002 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Kautschuk in der farbe Schwarz;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Potenza;;;;;;;;;;;;;;;;;;;;8033288596677;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Kautschuk;Schwarz;Zwei Stück Gurt;EUR
R8851108014;81.03;179.51;4;https://mediagallery.kiums.com/images/R8851108014-01.jpg;https://mediagallery.kiums.com/images/R8851108014-02.jpg;https://mediagallery.kiums.com/images/R8851108014-03.jpg;https://mediagallery.kiums.com/images/R8851108014-05.jpg;https://mediagallery.kiums.com/images/R8851108014-06.jpg;https://mediagallery.kiums.com/images/R8851108014-07.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;2010-Now;42 mm;Maserati;11 mm;UPC;IT;1,00;Maserati Potenza R8851108014 Quarz Herren Armbanduhr;Armbanduhr Maserati Potenza R8851108014 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Braun;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Potenza;;;;;;;;;;;;;;;;;;;;8033288715023;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
R8853108001;95.83;212.30;3;https://mediagallery.kiums.com/images/R8853108001-01.jpg;https://mediagallery.kiums.com/images/R8853108001-02.jpg;https://mediagallery.kiums.com/images/R8853108001-06.jpg;https://mediagallery.kiums.com/images/R8853108001-07.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;42 mm;Maserati;12 mm;UPC;IT;1,00;Maserati Potenza R8853108001 Quarz Herren Armbanduhr;Armbanduhr Maserati Potenza R8853108001 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Edelstahl in der farbe Silber;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Potenza;;;;;;;;;;;;;;;;;;;;8033288596714;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Edelstahl;Silber;Armband Link Bang;EUR
R8853118003;92.13;204.10;2;https://mediagallery.kiums.com/images/R8853118003-01.jpg;https://mediagallery.kiums.com/images/R8853118003-02.jpg;https://mediagallery.kiums.com/images/R8853118003-04.jpg;https://mediagallery.kiums.com/images/R8853118003-06.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;42 mm;Maserati;10 mm;UPC;IT;1,00;Maserati Epoca R8853118003 Quarz Herren Armbanduhr;Armbanduhr Maserati Epoca R8853118003 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 42 mm, Glastyp Mineral, Ziffernblatt Gold und uhrenarmband aus Edelstahl in der farbe Gold;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Epoca;;;;;;;;;;;;;;;;;;;;8033288715078;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Gold;Rund;Edelstahl;Gold;Armband Link Bang;EUR
R8871612001;125.43;277.87;3;https://mediagallery.kiums.com/images/R8871612001-01.jpg;https://mediagallery.kiums.com/images/R8871612001-02.jpg;https://mediagallery.kiums.com/images/R8871612001-03.jpg;https://mediagallery.kiums.com/images/R8871612001-06.jpeg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;45 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Traguardo R8871612001 Mechanisch Herren Armbanduhr;Armbanduhr Maserati Traguardo R8871612001 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 45mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Traguardo;;;;;;;;;;;;;;;;;;;;8033288645443;Wristwatch;100 m (10 ATM);Herren;Casual;Mechanisch;Automatikaufzug;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Armband Link Bang;EUR
R8871612002;92.13;204.10;2;https://mediagallery.kiums.com/images/R8871612002-01.jpg;https://mediagallery.kiums.com/images/R8871612002-02.jpg;https://mediagallery.kiums.com/images/R8871612002-04.jpg;https://mediagallery.kiums.com/images/R8871612002-06.jpg;https://mediagallery.kiums.com/images/R8871612002-07.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;2010-Now;45 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Traguardo R8871612002 Quarz Herren Armbanduhr;Armbanduhr Maserati Traguardo R8871612002 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 45 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Traguardo;;;;;;;;;;;;;;;;;;;;8033288645412;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
R8871612004;99.53;220.49;0;https://mediagallery.kiums.com/images/R8871612004-01.jpg;https://mediagallery.kiums.com/images/R8871612004-02.jpg;https://mediagallery.kiums.com/images/R8871612004-03.jpg;https://mediagallery.kiums.com/images/R8871612004-06.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;45 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Traguardo R8871612004 Quarz Herren Armbanduhr;Armbanduhr Maserati Traguardo R8871612004 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 45 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Kautschuk in der farbe Schwarz;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Traguardo;;;;;;;;;;;;;;;;;;;;8033288645436;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Schwarz;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Kautschuk;Schwarz;Zwei Stück Gurt;EUR
R8871612008;99.53;220.49;2;https://mediagallery.kiums.com/images/R8871612008-01.jpg;https://mediagallery.kiums.com/images/R8871612008-02.jpg;https://mediagallery.kiums.com/images/R8871612008-05.jpg;https://mediagallery.kiums.com/images/R8871612008-06.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;2010-Now;45 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Traguardo R8871612008 Quarz Herren Armbanduhr;Armbanduhr Maserati Traguardo R8871612008 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 45 mm, Glastyp Mineral, Ziffernblatt Silber und uhrenarmband aus Echtes Leder in der farbe Schwarz;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Traguardo;;;;;;;;;;;;;;;;;;;;8033288702207;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Silber;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
R8871612015;99.53;220.49;2;https://mediagallery.kiums.com/images/R8871612015-01.jpg;https://mediagallery.kiums.com/images/R8871612015-02.jpg;https://mediagallery.kiums.com/images/R8871612015-06.jpg;https://mediagallery.kiums.com/images/ms-box.jpg;;;;;;;2010-Now;45 mm;Maserati;13 mm;UPC;IT;1,00;Maserati Traguardo R8871612015 Quarz Herren Armbanduhr;Armbanduhr Maserati Traguardo R8871612015 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 45 mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Echtes Leder in der farbe Blau;Luxus, Geschwindigkeit, Design. Die Spitzenqualitäten, die jedes Maserati-Auto inspirieren, sind die gleichen, die auch seine Uhren inspirieren. In Übereinstimmung mit der Markenphilosophie sind Maserati-Uhren sehr feine Sammlerstücke, die mit Eleganz und Stil getragen werden können.;Traguardo;;;;;;;;;;;;;;;;;;;;8033288766926;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Blau;Rund;Echtes Leder;Blau;Zwei Stück Gurt;EUR
